Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Pulsing Rep_Rate,Pulsing Duty_Cycle,Pulsing Ext_Trig_Select,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
13.8,03-Apr-26 11:55:28,7434,101.2,0.04478,41.51,0.05733,0.6721,2.464,0,0,0,100,16.28,0.2019,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
14.6,03-Apr-26 11:55:29,7435,101.2,0.04589,43.57,0.05386,0.6862,2.529,0,0,0,100,16.28,0.2019,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
15.2,03-Apr-26 11:55:29,7436,101.2,0.04639,45.78,0.05058,0.696,2.582,0,0,0,100,16.28,0.2024,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
15.7,03-Apr-26 11:55:30,7436,101.2,0.04702,46.29,0.05416,0.7043,2.605,0,0,0,100,16.28,0.2033,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
16.2,03-Apr-26 11:55:30,7437,101.2,0.04736,46.96,0.05525,0.7095,2.632,0,0,0,100,16.28,0.2011,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
16.8,03-Apr-26 11:55:31,7437,101.2,0.04777,47.64,0.05078,0.7166,2.657,0,0,0,100,16.28,0.2043,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
17.5,03-Apr-26 11:55:32,7438,101.2,0.04827,47.4,0.0491,0.7225,2.67,0,0,0,100,16.28,0.2012,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
17.9,03-Apr-26 11:55:32,7439,101.2,0.04814,48.9,0.04979,0.7274,2.684,0,0,0,100,16.28,0.2027,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
18.6,03-Apr-26 11:55:33,7439,101.2,0.04836,48.9,0.04969,0.7311,2.701,0,0,0,100,16.28,0.2044,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
19.1,03-Apr-26 11:55:33,7440,101.2,0.04854,48.9,0.04939,0.7354,2.709,0,0,0,100,16.28,0.2025,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
19.6,03-Apr-26 11:55:34,7440,101.2,0.04831,50.19,0.049,0.7391,2.718,0,0,0,100,16.28,0.2038,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.1,03-Apr-26 11:55:34,7441,101.2,0.04874,49.25,0.04979,0.7422,2.721,0,0,0,100,16.28,0.203,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.7,03-Apr-26 11:55:35,7441,101.2,0.04894,49.15,0.05237,0.7468,2.721,0,0,0,100,16.28,0.2024,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.2,03-Apr-26 11:55:35,7442,101.2,0.04901,49.2,0.05019,0.7486,2.733,0,0,0,100,16.28,0.2032,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.7,03-Apr-26 11:55:36,7442,101.2,0.04907,49.44,0.05187,0.7513,2.74,0,0,0,100,16.28,0.205,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
22.3,03-Apr-26 11:55:36,7443,101.2,0.04889,50.17,0.05098,0.7537,2.742,0,0,0,100,16.28,0.2032,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
22.8,03-Apr-26 11:55:37,7444,101.2,0.04924,49.38,0.05068,0.757,2.744,0,0,0,100,16.28,0.2023,404,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.4,03-Apr-26 11:55:38,7444,101.2,0.04913,49.79,0.049,0.76,2.736,0,0,0,100,16.28,0.204,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.8,03-Apr-26 11:55:38,7445,101.2,0.04913,49.79,0.05088,0.7614,2.751,0,0,0,100,16.28,0.2034,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.4,03-Apr-26 11:55:39,7445,101.2,0.04931,49.31,0.05158,0.7636,2.75,0,0,0,100,16.28,0.204,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.9,03-Apr-26 11:55:39,7446,101.2,0.0492,49.92,0.05921,0.7669,2.748,0,0,0,100,16.28,0.2069,404,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.5,03-Apr-26 11:55:40,7446,101.2,0.04958,48.9,0.07747,0.7682,2.755,0,0,0,100,16.28,0.2085,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.9,03-Apr-26 11:55:40,7447,101.2,0.04974,48.9,0.08709,0.7707,2.755,0,0,0,100,16.28,0.2053,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
26.5,03-Apr-26 11:55:41,7447,101.2,0.05039,47.4,0.08709,0.7737,2.744,0,0,0,100,16.28,0.209,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
27.0,03-Apr-26 11:55:41,7448,101.2,0.05049,47.88,0.1402,0.7764,2.746,0,0,0,100,16.28,0.2114,404.3,200,1,0,-0.3376,1,1,1,-1,1,1,1,3.789,3,4,[ OK ]
28.1,03-Apr-26 11:55:42,7448,101.2,0.05107,47.08,0.1806,0.6816,2.302,0,0,0,100,16.28,0.2132,404.4,200,1,0,-0.112,1,1,1,-1,1,1,1,3.947,3,4,[ OK ]
29.3,03-Apr-26 11:55:43,7449,101.2,0.05283,46.85,0.1598,0.6288,2.03,0,0,0,100,16.28,0.2147,404.4,200,1,0,-0.4864,1,1,1,1,1,1,1,4,4,-1,[ OK ]
31.3,03-Apr-26 11:55:45,7452,101.2,0.05902,50.28,0.1379,0.5769,1.77,0,0,0,100,16.28,0.2186,404.2,200,1,0,-0.5853,1,1,1,1,1,1,1,4,4,-1,[ OK ]
32.3,03-Apr-26 11:55:46,7453,101.2,0.06752,57.05,0.152,0.5614,1.704,0,0,0,100,16.28,0.2236,404.6,200,1,0,-0.4969,1,1,1,1,1,1,1,4,4,-1,[ OK ]
32.9,03-Apr-26 11:55:47,7453,101.2,0.07567,59.52,0.1695,0.5548,1.676,0,0,0,100,16.28,0.2272,404.1,200,1,0,-0.3186,1,1,1,1,1,1,1,4,4,-1,[ OK ]
33.4,03-Apr-26 11:55:48,7454,101.2,0.08001,65.2,0.1887,0.55,1.643,0,0,0,100,16.28,0.2313,404.2,200,1,0,-0.2262,1,1,1,1,1,1,1,4,4,-1,[ OK ]
34.3,03-Apr-26 11:55:48,7455,101.2,0.09098,68.33,0.3847,0.5467,1.631,0,0,0,100,16.28,0.2564,404.2,200,1,0,0.3455,1,1,1,1,1,1,1,4,4,-1,[ OK ]
34.8,03-Apr-26 11:55:49,7456,101.2,0.1047,73.35,0.4268,0.5408,1.6,0,0,0,100,16.28,0.2612,404.2,200,1,0,0.3845,1,1,1,1,1,1,1,4,4,-1,[ OK ]
35.4,03-Apr-26 11:55:50,7456,101.2,0.1107,77.26,0.4426,0.5385,1.59,0,0,0,100,16.28,0.2607,404.1,200,1,0,0.411,1,1,1,1,1,1,1,4,4,-1,[ OK ]
36.0,03-Apr-26 11:55:50,7457,101.2,0.1169,81.61,0.4504,0.5364,1.578,0,0,0,100,16.28,0.267,404,200,1,0,0.409,1,1,1,1,1,1,1,4,4,-1,[ OK ]
36.5,03-Apr-26 11:55:51,7457,101.2,0.1209,86.24,0.4521,0.534,1.579,0,0,0,100,16.28,0.2693,404.2,200,1,0,0.4126,1,1,1,1,1,1,1,4,4,-1,[ OK ]
37.0,03-Apr-26 11:55:51,7458,101.2,0.1244,90.79,0.4655,0.5328,1.57,0,0,0,100,16.28,0.2658,404.2,200,1,0,0.4343,1,1,1,1,1,1,1,4,4,-1,[ OK ]
37.5,03-Apr-26 11:55:52,7458,101.2,0.1279,93.8,0.4766,0.5315,1.566,0,0,0,100,16.28,0.2705,404.2,200,1,0,0.4231,1,1,1,1,1,1,1,4,4,-1,[ OK ]
38.1,03-Apr-26 11:55:52,7459,101.2,0.1311,95.74,0.4658,0.5315,1.55,0,0,0,100,16.28,0.2691,404.5,200,1,0,0.4332,1,1,1,1,1,1,1,4,4,-1,[ OK ]
38.6,03-Apr-26 11:55:53,7459,101.2,0.1333,99.58,0.4756,0.5295,1.558,0,0,0,100,16.28,0.2709,404.4,200,1,0,0.4432,1,1,1,1,1,1,1,4,4,-1,[ OK ]
39.0,03-Apr-26 11:55:53,7460,101.2,0.1351,101.5,0.4857,0.5297,1.547,0,0,0,100,16.28,0.2713,404.1,200,1,0,0.4227,1,1,1,1,1,1,1,4,4,-1,[ OK ]
39.4,03-Apr-26 11:55:54,7460,101.2,0.1367,103.4,0.4809,0.5289,1.547,0,0,0,100,16.28,0.2721,404.4,200,1,0,0.4485,1,1,1,1,1,1,1,4,4,-1,[ OK ]
39.9,03-Apr-26 11:55:54,7461,101.2,0.1383,104.6,0.4817,0.5282,1.547,0,0,0,100,16.28,0.2695,404.1,200,1,0,0.4414,1,1,1,1,1,1,1,4,4,-1,[ OK ]
40.3,03-Apr-26 11:55:54,7461,101.2,0.1394,106.7,0.4784,0.5276,1.547,0,0,0,100,16.28,0.2725,404.1,200,1,0,0.4477,1,1,1,1,1,1,1,4,4,-1,[ OK ]
40.7,03-Apr-26 11:55:55,7461,101.2,0.1407,107.6,0.4986,0.5271,1.547,0,0,0,100,16.28,0.2719,404.5,200,1,0,0.4523,1,1,1,1,1,1,1,4,4,-1,[ OK ]
41.1,03-Apr-26 11:55:55,7462,101.2,0.1415,109.8,0.4955,0.5265,1.548,0,0,0,100,16.28,0.2709,404.3,200,1,0,0.4569,1,1,1,1,1,1,1,4,4,-1,[ OK ]
41.5,03-Apr-26 11:55:56,7462,101.2,0.1429,109.6,0.4934,0.5274,1.534,0,0,0,100,16.28,0.2706,404.3,200,1,0,0.454,1,1,1,1,1,1,1,4,4,-1,[ OK ]
41.9,03-Apr-26 11:55:56,7463,101.2,0.1437,110.8,0.4934,0.5265,1.539,0,0,0,100,16.28,0.2739,404,200,1,0,0.4524,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.4,03-Apr-26 11:55:57,7463,101.2,0.1447,111.2,0.4989,0.5266,1.535,0,0,0,100,16.28,0.2695,404.3,200,1,0,0.4538,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.9,03-Apr-26 11:55:57,7464,101.2,0.1455,112.7,0.5006,0.5251,1.547,0,0,0,100,16.28,0.2721,404.1,200,1,0,0.4399,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.4,03-Apr-26 11:55:58,7464,101.2,0.1461,114.1,0.4854,0.5267,1.526,0,0,0,100,16.28,0.2745,404.1,200,1,0,0.4456,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.9,03-Apr-26 11:55:58,7465,101.2,0.147,114.1,0.4984,0.5254,1.538,0,0,0,100,16.28,0.2716,404.5,200,1,0,0.4496,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.3,03-Apr-26 11:55:58,7465,101.2,0.1474,115,0.4934,0.5255,1.535,0,0,0,100,16.28,0.2726,404.1,200,1,0,0.4474,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.8,03-Apr-26 11:55:59,7465,101.2,0.148,114.9,0.4832,0.5256,1.533,0,0,0,100,16.28,0.2706,404.3,200,1,0,0.4516,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.2,03-Apr-26 11:55:59,7466,101.2,0.148,116.6,0.4934,0.526,1.528,0,0,0,100,16.28,0.2699,404,200,1,0,0.4568,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.6,03-Apr-26 11:56:00,7466,101.2,0.1485,116.4,0.4997,0.5256,1.531,0,0,0,100,16.28,0.275,404.5,200,1,0,0.4338,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.0,03-Apr-26 11:56:00,7467,101.2,0.1494,115,0.4935,0.5251,1.534,0,0,0,100,16.28,0.2719,404.2,200,1,0,0.45,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.4,03-Apr-26 11:56:01,7467,101.2,0.1491,117.1,0.481,0.5258,1.526,0,0,0,100,16.28,0.2717,404.1,200,1,0,0.4493,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.9,03-Apr-26 11:56:01,7468,101.2,0.1493,117.9,0.4934,0.525,1.533,0,0,0,100,16.28,0.272,404.1,200,1,0,0.4392,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.3,03-Apr-26 11:56:01,7468,101.2,0.1495,118.2,0.4939,0.5249,1.533,0,0,0,100,16.28,0.2705,404.1,200,1,0,0.4359,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.7,03-Apr-26 11:56:02,7468,101.2,0.1497,118.2,0.4942,0.5249,1.532,0,0,0,100,16.28,0.2707,404.3,200,1,0,0.4439,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.1,03-Apr-26 11:56:02,7469,101.2,0.1498,118.7,0.4836,0.5246,1.533,0,0,0,100,16.28,0.2705,404.4,200,1,0,0.4518,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.5,03-Apr-26 11:56:03,7469,101.2,0.1498,119.3,0.4819,0.5251,1.526,0,0,0,100,16.28,0.2691,404.1,200,1,0,0.4547,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.9,03-Apr-26 11:56:03,7470,101.2,0.1502,118.7,0.4852,0.5249,1.528,0,0,0,100,16.28,0.2717,404.1,200,1,0,0.4366,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.4,03-Apr-26 11:56:04,7470,101.2,0.1504,118.7,0.4808,0.5247,1.53,0,0,0,100,16.28,0.2686,404,200,1,0,0.4466,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.8,03-Apr-26 11:56:04,7470,101.2,0.1505,118.5,0.4934,0.5248,1.528,0,0,0,100,16.28,0.2673,404.2,200,1,0,0.4379,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.2,03-Apr-26 11:56:04,7471,101.2,0.1505,119.1,0.4744,0.5254,1.521,0,0,0,100,16.28,0.2664,404.4,200,1,0,0.4441,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.6,03-Apr-26 11:56:05,7471,101.2,0.1507,118.7,0.4681,0.5245,1.531,0,0,0,100,16.28,0.2694,404,200,1,0,0.4414,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.0,03-Apr-26 11:56:05,7472,101.2,0.1506,119.6,0.4759,0.5253,1.523,0,0,0,100,16.28,0.268,404.4,200,1,0,0.4365,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.4,03-Apr-26 11:56:06,7472,101.2,0.1506,119.6,0.4802,0.5244,1.532,0,0,0,100,16.28,0.2671,404.2,200,1,0,0.43,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.9,03-Apr-26 11:56:06,7473,101.2,0.1508,119.2,0.4756,0.5244,1.532,0,0,0,100,16.28,0.2686,404,200,1,0,0.4352,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.3,03-Apr-26 11:56:06,7473,101.2,0.1507,120,0.4742,0.5252,1.523,0,0,0,100,16.28,0.2654,404,200,1,0,0.4417,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.7,03-Apr-26 11:56:07,7473,101.2,0.1507,119.8,0.475,0.5252,1.523,0,0,0,100,16.28,0.2674,404.2,200,1,0,0.4348,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.1,03-Apr-26 11:56:07,7474,101.2,0.1507,120.1,0.4737,0.5249,1.525,0,0,0,100,16.28,0.2649,404.4,200,1,0,0.4328,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.5,03-Apr-26 11:56:08,7474,101.2,0.1508,119.7,0.4689,0.5253,1.521,0,0,0,100,16.28,0.2656,404,200,1,0,0.4267,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.0,03-Apr-26 11:56:08,7475,101.2,0.1506,120.2,0.4749,0.5246,1.528,0,0,0,100,16.28,0.2689,404,200,1,0,0.4304,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.4,03-Apr-26 11:56:09,7475,101.2,0.1507,119.9,0.4774,0.525,1.523,0,0,0,100,16.28,0.2664,404.1,200,1,0,0.4358,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.8,03-Apr-26 11:56:09,7475,101.2,0.1508,119.7,0.4684,0.5242,1.531,0,0,0,100,16.28,0.2655,404.4,200,1,0,0.4327,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.2,03-Apr-26 11:56:09,7476,101.2,0.1506,120.2,0.4709,0.5244,1.529,0,0,0,100,16.28,0.2656,404.1,200,1,0,0.4334,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.6,03-Apr-26 11:56:10,7476,101.2,0.1507,120.1,0.4717,0.5244,1.529,0,0,0,100,16.28,0.2665,404.2,200,1,0,0.4344,1,1,1,1,1,1,1,4,4,-1,[ OK ]
56.1,03-Apr-26 11:56:10,7477,101.2,0.1504,120.8,0.4747,0.5245,1.528,0,0,0,100,16.28,0.2661,404.3,200,1,0,0.4249,1,1,1,1,1,1,1,4,4,-1,[ OK ]
56.5,03-Apr-26 11:56:11,7477,101.2,0.1506,120.4,0.4607,0.5244,1.529,0,0,0,100,16.28,0.2668,404,200,1,0,0.4317,1,1,1,1,1,1,1,4,4,-1,[ OK ]
56.9,03-Apr-26 11:56:11,7478,101.2,0.1505,120.3,0.4618,0.5242,1.53,0,0,0,100,16.28,0.2632,404.4,200,1,0,0.4248,1,1,1,1,1,1,1,4,4,-1,[ OK ]
57.3,03-Apr-26 11:56:11,7478,101.2,0.1504,120.5,0.4594,0.5244,1.529,0,0,0,100,16.28,0.2662,404,200,1,0,0.4329,1,1,1,1,1,1,1,4,4,-1,[ OK ]
57.7,03-Apr-26 11:56:12,7478,101.2,0.1504,120.6,0.4584,0.5243,1.53,0,0,0,100,16.28,0.2643,404.1,200,1,0,0.4335,1,1,1,1,1,1,1,4,4,-1,[ OK ]
58.1,03-Apr-26 11:56:12,7479,101.2,0.1506,119.7,0.467,0.5244,1.528,0,0,0,100,16.28,0.2643,404.4,200,1,0,0.4289,1,1,1,1,1,1,1,4,4,-1,[ OK ]
58.6,03-Apr-26 11:56:13,7479,101.2,0.1505,120.1,0.4635,0.525,1.521,0,0,0,100,16.28,0.2653,404,200,1,0,0.4343,1,1,1,1,1,1,1,4,4,-1,[ OK ]
58.9,03-Apr-26 11:56:13,7480,101.2,0.1507,119.5,0.4533,0.5246,1.524,0,0,0,100,16.28,0.2669,404.4,200,1,0,0.417,1,1,1,1,1,1,1,4,4,-1,[ OK ]
59.3,03-Apr-26 11:56:13,7480,101.2,0.1503,120.7,0.4564,0.5248,1.522,0,0,0,100,16.28,0.265,404.3,200,1,0,0.4326,1,1,1,1,1,1,1,4,4,-1,[ OK ]
59.6,03-Apr-26 11:56:14,7480,101.2,0.1506,119.5,0.4574,0.5241,1.53,0,0,0,100,16.28,0.2638,404.1,200,1,0,0.4182,1,1,1,1,1,1,1,4,4,-1,[ OK ]
59.9,03-Apr-26 11:56:14,7481,101.2,0.1505,119.9,0.4616,0.5238,1.532,0,0,0,100,16.28,0.2662,404.1,200,1,0,0.415,1,1,1,1,1,1,1,4,4,-1,[ OK ]
60.2,03-Apr-26 11:56:14,7481,101.2,0.1502,120.8,0.4603,0.524,1.53,0,0,0,100,16.28,0.2647,404,200,1,0,0.4269,1,1,1,1,1,1,1,4,4,-1,[ OK ]
60.7,03-Apr-26 11:56:15,7481,101.2,0.1503,120.3,0.4577,0.5236,1.534,0,0,0,100,16.28,0.2642,404.2,200,1,0,0.415,1,1,1,1,1,1,1,4,4,-1,[ OK ]
61.0,03-Apr-26 11:56:15,7482,101.2,0.1502,120.5,0.4589,0.5241,1.528,0,0,0,100,16.28,0.2629,404,200,1,0,0.4277,1,1,1,1,1,1,1,4,4,-1,[ OK ]
61.3,03-Apr-26 11:56:15,7482,101.2,0.1507,119,0.4566,0.5243,1.527,0,0,0,100,16.28,0.2638,404.4,200,1,0,0.4327,1,1,1,1,1,1,1,4,4,-1,[ OK ]
61.7,03-Apr-26 11:56:16,7482,101.2,0.1503,120,0.4594,0.5239,1.532,0,0,0,100,16.28,0.2622,404.2,200,1,0,0.4125,1,1,1,1,1,1,1,4,4,-1,[ OK ]
62.1,03-Apr-26 11:56:16,7483,101.2,0.1502,120.2,0.4518,0.5243,1.528,0,0,0,100,16.28,0.261,404.4,200,1,0,0.4174,1,1,1,1,1,1,1,4,4,-1,[ OK ]
62.4,03-Apr-26 11:56:17,7483,101.2,0.1502,120,0.4572,0.5248,1.522,0,0,0,100,16.28,0.2635,404.5,200,1,0,0.4116,1,1,1,1,1,1,1,4,4,-1,[ OK ]
62.8,03-Apr-26 11:56:17,7483,101.2,0.15,120.6,0.46,0.5244,1.527,0,0,0,100,16.28,0.2629,404.1,200,1,0,0.4219,1,1,1,1,1,1,1,4,4,-1,[ OK ]
63.1,03-Apr-26 11:56:17,7484,101.2,0.1499,120.8,0.4511,0.5248,1.523,0,0,0,100,16.28,0.2627,404.2,200,1,0,0.415,1,1,1,1,1,1,1,4,4,-1,[ OK ]
63.5,03-Apr-26 11:56:18,7484,101.2,0.15,120.2,0.4579,0.5243,1.528,0,0,0,100,16.28,0.2627,404.4,200,1,0,0.4111,1,1,1,1,1,1,1,4,4,-1,[ OK ]
63.8,03-Apr-26 11:56:18,7485,101.2,0.1499,120.4,0.4599,0.5245,1.526,0,0,0,100,16.28,0.2638,404.1,200,1,0,0.4148,1,1,1,1,1,1,1,4,4,-1,[ OK ]
64.1,03-Apr-26 11:56:18,7485,101.2,0.1501,120,0.4446,0.5238,1.533,0,0,0,100,16.28,0.2647,404.5,200,1,0,0.4115,1,1,1,1,1,1,1,4,4,-1,[ OK ]
64.4,03-Apr-26 11:56:19,7485,101.2,0.15,120.2,0.4439,0.5239,1.532,0,0,0,100,16.28,0.2638,404.1,200,1,0,0.4221,1,1,1,1,1,1,1,4,4,-1,[ OK ]
64.9,03-Apr-26 11:56:19,7486,101.2,0.15,120,0.4426,0.5237,1.533,0,0,0,100,16.28,0.2626,403.9,200,1,0,0.4074,1,1,1,1,1,1,1,4,4,-1,[ OK ]
65.2,03-Apr-26 11:56:19,7486,101.2,0.1501,119.4,0.4535,0.5239,1.532,0,0,0,100,16.28,0.2608,404.1,200,1,0,0.4168,1,1,1,1,1,1,1,4,4,-1,[ OK ]
65.6,03-Apr-26 11:56:20,7486,101.2,0.1497,120.7,0.4426,0.5244,1.527,0,0,0,100,16.28,0.2622,404.4,200,1,0,0.4293,1,1,1,1,1,1,1,4,4,-1,[ OK ]
66.0,03-Apr-26 11:56:20,7487,101.2,0.1497,120.5,0.4477,0.5243,1.529,0,0,0,100,16.28,0.263,404,200,1,0,0.4198,1,1,1,1,1,1,1,4,4,-1,[ OK ]
66.4,03-Apr-26 11:56:21,7487,101.2,0.1497,120.6,0.4462,0.5244,1.527,0,0,0,100,16.28,0.2618,404,200,1,0,0.4146,1,1,1,1,1,1,1,4,4,-1,[ OK ]
66.8,03-Apr-26 11:56:21,7487,101.2,0.1502,118.9,0.4495,0.5248,1.523,0,0,0,100,16.28,0.2645,404.4,200,1,0,0.4045,1,1,1,1,1,1,1,4,4,-1,[ OK ]
67.2,03-Apr-26 11:56:21,7488,101.2,0.1496,120.5,0.4426,0.5246,1.524,0,0,0,100,16.28,0.2607,404.4,200,1,0,0.4218,1,1,1,1,1,1,1,4,4,-1,[ OK ]
67.6,03-Apr-26 11:56:22,7488,101.2,0.1497,120.1,0.4426,0.5242,1.529,0,0,0,100,16.28,0.2623,404.4,200,1,0,0.4073,1,1,1,1,1,1,1,4,4,-1,[ OK ]
68.0,03-Apr-26 11:56:22,7489,101.2,0.1496,120.5,0.4451,0.5243,1.527,0,0,0,100,16.28,0.2617,404.3,200,1,0,0.4087,1,1,1,1,1,1,1,4,4,-1,[ OK ]
68.3,03-Apr-26 11:56:22,7489,101.2,0.1501,118.9,0.4451,0.5246,1.525,0,0,0,100,16.28,0.2625,404.3,200,1,0,0.4112,1,1,1,1,1,1,1,4,4,-1,[ OK ]
