Elapsed (s),Time,nGen-400 Uptime,nGen-400 Hours,Anode PWM_Duty_Cycle,Anode Voltage,Anode Current,Getter PWM_Duty_Cycle,Getter Current,Neutron Counts,Neutron Count_Rate,Neutron Count_Rate_Avg,Neutron Count_Rate_Stdev_Pct,RF Freq_Synth,Suppressor Current,Suppressor Voltage,Pulsing Rep_Rate,Pulsing Duty_Cycle,Pulsing Ext_Trig_Select,Calculations Current_Ratio,Faults Anode_Voltage_Too_High,Faults Arc_dI_dt,Faults Arc_I,Faults Blinkout,Faults E_Beam_Power_Too_High,Faults Interlock,Faults Suppressor_Voltage_Too_Low,State_Machine State,State_Machine Source,State_Machine Destination,State_Machine Fault
6.2,4/21/2026 12:01:50 PM,1652,110.4,0,0.764,0.03789,0.4529,1.341,0,0,0,100,16.28,0.002659,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
6.6,4/21/2026 12:01:50 PM,1652,110.4,0,1.13,0.04543,0.4566,1.357,0,0,0,100,16.28,0.001611,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
7.0,4/21/2026 12:01:50 PM,1652,110.4,0,0.8755,0.04156,0.4608,1.379,0,0,0,100,16.28,0.00282,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
7.3,4/21/2026 12:01:51 PM,1653,110.4,0,0.3343,0.04324,0.4635,1.394,0,0,0,100,16.28,0.002618,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
7.6,4/21/2026 12:01:51 PM,1653,110.4,0,0.5253,0.04265,0.4661,1.406,0,0,0,100,16.28,0.002659,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
8.0,4/21/2026 12:01:51 PM,1653,110.4,0,0.5094,0.04136,0.4695,1.418,0,0,0,100,16.28,0.003263,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
8.4,4/21/2026 12:01:52 PM,1654,110.4,0,0.5412,0.04513,0.471,1.432,0,0,0,100,16.28,0.002578,0,1,1,0,0,1,0,1,-1,1,0,4,3,3,-1,[ OK ]
9.5,4/21/2026 12:01:53 PM,1654,110.4,0,0.2706,0.04265,0.4736,1.444,0,0,0,100,16.28,0.002457,0.09517,1,1,0,0,1,0,1,-1,1,0,4,3.053,3,4,[ OK ]
10.7,4/21/2026 12:01:54 PM,1655,110.4,0,0.3024,0.04225,0.4796,1.461,0,0,0,100,16.28,0.21,404.1,1,1,0,0,1,0,1,-1,1,0,1,3.211,3,4,[ OK ]
11.9,4/21/2026 12:01:55 PM,1656,110.4,0,0.764,0.04017,0.4835,1.486,0,0,0,100,16.28,0.2102,404.2,200,1,0,0,1,0,1,-1,1,0,1,3.316,3,4,[ OK ]
13.2,4/21/2026 12:01:57 PM,1658,110.4,0,0.3979,0.04156,0.4865,1.502,0,0,0,100,16.28,0.2085,404.2,200,1,0,0,1,0,1,-1,1,0,1,3.474,3,4,[ OK ]
14.4,4/21/2026 12:01:58 PM,1659,110.4,0.02596,10.65,0.04701,0.4882,1.511,0,0,0,100,16.28,0.2105,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.632,3,4,[ OK ]
15.6,4/21/2026 12:01:59 PM,1660,110.4,0.03293,24.45,0.04562,0.4898,1.518,0,0,0,100,16.28,0.2098,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.684,3,4,[ OK ]
16.7,4/21/2026 12:02:00 PM,1661,110.4,0.03754,32.6,0.04582,0.6098,2.142,0,0,0,100,16.28,0.2096,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
17.6,4/21/2026 12:02:01 PM,1663,110.4,0.04075,37.98,0.049,0.6507,2.358,0,0,0,100,16.28,0.2114,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
18.1,4/21/2026 12:02:02 PM,1663,110.4,0.04231,40.75,0.04751,0.6718,2.439,0,0,0,100,16.28,0.2116,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
18.6,4/21/2026 12:02:02 PM,1664,110.4,0.04329,42.33,0.0489,0.6827,2.502,0,0,0,100,16.28,0.2119,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
19.1,4/21/2026 12:02:03 PM,1664,110.4,0.04401,43.07,0.04741,0.6906,2.538,0,0,0,100,16.28,0.2107,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
19.6,4/21/2026 12:02:03 PM,1665,110.4,0.04424,45.78,0.04781,0.6994,2.578,0,0,0,100,16.28,0.2124,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.1,4/21/2026 12:02:04 PM,1665,110.4,0.0451,45.32,0.04731,0.7065,2.597,0,0,0,100,16.28,0.2111,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.5,4/21/2026 12:02:04 PM,1666,110.4,0.04576,45.14,0.04979,0.7127,2.615,0,0,0,100,16.28,0.2111,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
20.9,4/21/2026 12:02:04 PM,1666,110.4,0.04579,46.4,0.04711,0.7167,2.63,0,0,0,100,16.28,0.2139,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.4,4/21/2026 12:02:05 PM,1667,110.4,0.04629,46.62,0.04761,0.7229,2.648,0,0,0,100,16.28,0.2124,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
21.9,4/21/2026 12:02:05 PM,1667,110.4,0.0465,47.26,0.0483,0.7268,2.669,0,0,0,100,16.28,0.2124,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
22.4,4/21/2026 12:02:06 PM,1668,110.4,0.04644,48.9,0.04691,0.7321,2.681,0,0,0,100,16.28,0.2127,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
22.8,4/21/2026 12:02:06 PM,1668,110.4,0.04659,48.9,0.04741,0.7345,2.693,0,0,0,100,16.28,0.2106,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.3,4/21/2026 12:02:07 PM,1669,110.4,0.04685,48.9,0.05158,0.7387,2.706,0,0,0,100,16.28,0.2114,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
23.8,4/21/2026 12:02:07 PM,1669,110.4,0.04706,48.9,0.04751,0.7425,2.708,0,0,0,100,16.28,0.2127,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.3,4/21/2026 12:02:08 PM,1670,110.4,0.04719,49.22,0.04662,0.7463,2.715,0,0,0,100,16.28,0.2122,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
24.9,4/21/2026 12:02:08 PM,1670,110.4,0.04743,48.91,0.04771,0.7486,2.726,0,0,0,100,16.28,0.2123,404,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.3,4/21/2026 12:02:09 PM,1671,110.4,0.04728,49.97,0.04751,0.7516,2.733,0,0,0,100,16.28,0.2122,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
25.9,4/21/2026 12:02:09 PM,1671,110.4,0.04757,49.39,0.04543,0.7546,2.733,0,0,0,100,16.28,0.2108,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
26.4,4/21/2026 12:02:10 PM,1672,110.4,0.04772,49.12,0.0481,0.7579,2.733,0,0,0,100,16.28,0.2102,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
26.9,4/21/2026 12:02:10 PM,1672,110.4,0.04771,49.41,0.05118,0.76,2.737,0,0,0,100,16.28,0.2134,404.5,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
27.4,4/21/2026 12:02:11 PM,1673,110.4,0.0477,49.79,0.04453,0.7625,2.745,0,0,0,100,16.28,0.2118,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
27.9,4/21/2026 12:02:11 PM,1673,110.4,0.04787,49.44,0.04771,0.7649,2.745,0,0,0,100,16.28,0.2128,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
28.4,4/21/2026 12:02:12 PM,1674,110.4,0.04781,49.9,0.04701,0.7678,2.744,0,0,0,100,16.28,0.2123,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
28.9,4/21/2026 12:02:12 PM,1674,110.4,0.04792,49.81,0.04969,0.7692,2.752,0,0,0,100,16.28,0.2124,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
29.3,4/21/2026 12:02:13 PM,1675,110.4,0.04803,49.58,0.04711,0.7711,2.754,0,0,0,100,16.28,0.2107,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
29.8,4/21/2026 12:02:13 PM,1675,110.4,0.04797,49.81,0.0483,0.7735,2.752,0,0,0,100,16.28,0.2101,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
30.3,4/21/2026 12:02:14 PM,1675,110.4,0.04803,49.85,0.05019,0.7749,2.757,0,0,0,100,16.28,0.2128,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
30.8,4/21/2026 12:02:14 PM,1676,110.4,0.04809,49.85,0.04969,0.7778,2.75,0,0,0,100,16.28,0.2119,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
31.3,4/21/2026 12:02:15 PM,1676,110.4,0.04808,49.9,0.04741,0.7792,2.755,0,0,0,100,16.28,0.209,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
31.7,4/21/2026 12:02:15 PM,1677,110.4,0.04803,50.16,0.05078,0.7821,2.749,0,0,0,100,16.28,0.2102,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
32.3,4/21/2026 12:02:16 PM,1677,110.4,0.04808,50.11,0.05049,0.7833,2.756,0,0,0,100,16.28,0.2112,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
32.7,4/21/2026 12:02:16 PM,1678,110.4,0.04801,50.44,0.0489,0.7858,2.755,0,0,0,100,16.28,0.212,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
33.2,4/21/2026 12:02:17 PM,1678,110.4,0.04811,50.16,0.04443,0.7868,2.758,0,0,0,100,16.28,0.2122,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
33.5,4/21/2026 12:02:17 PM,1679,110.4,0.04817,50.03,0.0482,0.789,2.753,0,0,0,100,16.28,0.2127,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
34.1,4/21/2026 12:02:18 PM,1679,110.4,0.0483,49.71,0.0488,0.7899,2.763,0,0,0,100,16.28,0.2114,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
34.5,4/21/2026 12:02:18 PM,1680,110.4,0.04825,49.93,0.0485,0.7925,2.758,0,0,0,100,16.28,0.2125,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
35.3,4/21/2026 12:02:19 PM,1681,110.4,0.0481,50.38,0.0491,0.7946,2.762,0,0,0,100,16.28,0.2117,404.2,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
35.8,4/21/2026 12:02:19 PM,1681,110.4,0.04828,49.81,0.04632,0.7969,2.76,0,0,0,100,16.28,0.2139,404.4,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
36.4,4/21/2026 12:02:20 PM,1682,110.4,0.0482,50.09,0.04334,0.7985,2.762,0,0,0,100,16.28,0.2124,404.1,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
36.9,4/21/2026 12:02:20 PM,1682,110.4,0.04825,49.97,0.0487,0.7998,2.768,0,0,0,100,16.28,0.212,404.3,200,1,0,-1,1,0,1,-1,1,1,1,3.789,3,4,[ OK ]
37.4,4/21/2026 12:02:21 PM,1683,110.4,0.04827,49.9,0.1146,0.8018,2.761,0,0,0,100,16.28,0.2108,404.2,200,1,0,-0.05571,1,1,1,-1,1,1,1,3.789,3,4,[ OK ]
37.9,4/21/2026 12:02:21 PM,1683,110.4,0.05039,44.28,0.2582,0.8033,2.764,0,0,0,100,16.28,0.2844,404,200,1,0,-0.08519,1,1,1,-1,1,1,1,3.789,3,4,[ OK ]
39.1,4/21/2026 12:02:23 PM,1684,110.4,0.05327,39.4,0.2655,0.7069,2.33,0,0,0,100,16.28,0.2897,404.4,200,1,0,-0.09021,1,1,1,-1,1,1,1,3.947,3,4,[ OK ]
40.3,4/21/2026 12:02:24 PM,1685,110.4,0.06304,29.15,0.3493,0.6497,2.065,0,0,0,100,16.28,0.3133,404,200,1,0,0.1067,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.2,4/21/2026 12:02:26 PM,1687,110.4,0.08353,30.5,0.4528,0.5945,1.805,0,0,0,100,16.28,0.3429,404,200,1,0,0.2445,1,1,1,1,1,1,1,4,4,-1,[ OK ]
42.9,4/21/2026 12:02:26 PM,1688,110.5,0.09628,34.43,0.5308,0.5798,1.744,0,0,0,100,16.28,0.3654,404.4,200,1,0,0.3529,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.4,4/21/2026 12:02:27 PM,1689,110.5,0.1012,40.75,0.5027,0.5733,1.712,0,0,0,100,16.28,0.3549,404.1,200,1,0,0.3277,1,1,1,1,1,1,1,4,4,-1,[ OK ]
43.9,4/21/2026 12:02:27 PM,1689,110.5,0.1086,47.5,0.5527,0.5683,1.694,0,0,0,100,16.28,0.3292,404,200,1,0,0.2857,1,1,1,1,1,1,1,4,4,-1,[ OK ]
44.3,4/21/2026 12:02:28 PM,1690,110.5,0.1134,53.98,0.481,0.5628,1.676,0,0,0,100,16.28,0.3499,404.3,200,1,0,0.3193,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.1,4/21/2026 12:02:29 PM,1690,110.5,0.1153,59.61,0.3918,0.5601,1.662,0,0,0,100,16.28,0.3503,404.1,200,1,0,0.3126,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.5,4/21/2026 12:02:29 PM,1691,110.5,0.1344,69.7,0.6841,0.5537,1.622,0,0,0,100,16.28,0.2291,404.4,200,1,0,0.2974,1,1,1,1,1,1,1,4,4,-1,[ OK ]
45.9,4/21/2026 12:02:29 PM,1691,110.5,0.1402,71.26,1.611,0.5511,1.612,0,0,0,100,16.28,0.3481,404.3,200,1,0,0.3308,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.4,4/21/2026 12:02:30 PM,1692,110.5,0.1462,71.72,0.9144,0.5484,1.608,0,0,0,100,16.28,0.2188,404.1,200,1,0,0.7734,1,1,1,1,1,1,1,4,4,-1,[ OK ]
46.8,4/21/2026 12:02:30 PM,1692,110.5,0.1523,72.08,0.2968,0.5465,1.598,0,0,0,100,16.28,0.2141,404.1,200,1,0,0.5554,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.2,4/21/2026 12:02:31 PM,1692,110.5,0.1578,73.87,0.6626,0.5441,1.598,0,0,0,100,16.28,0.2139,404.2,200,1,0,0.7137,1,1,1,1,1,1,1,4,4,-1,[ OK ]
47.6,4/21/2026 12:02:31 PM,1693,110.5,0.1618,78.7,1.287,0.5429,1.588,0,0,0,100,16.28,0.4467,404,200,1,0,0.5242,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.0,4/21/2026 12:02:31 PM,1693,110.5,0.1682,75.58,0.9767,0.5418,1.578,0,0,0,100,16.28,0.4565,404.4,200,1,0,0.5364,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.5,4/21/2026 12:02:32 PM,1694,110.5,0.174,75.32,1.02,0.5404,1.574,0,0,0,100,16.28,0.4631,404.3,200,1,0,0.5419,1,1,1,1,1,1,1,4,4,-1,[ OK ]
48.9,4/21/2026 12:02:32 PM,1694,110.5,0.1801,74.4,1.052,0.5389,1.573,0,0,0,100,16.28,0.4684,404.3,200,1,0,0.5548,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.3,4/21/2026 12:02:33 PM,1695,110.5,0.1854,75.51,1.082,0.5382,1.566,0,0,0,100,16.28,0.4728,404.3,200,1,0,0.5634,1,1,1,1,1,1,1,4,4,-1,[ OK ]
49.7,4/21/2026 12:02:33 PM,1695,110.5,0.1905,77.09,1.116,0.5377,1.558,0,0,0,100,16.28,0.4778,404.3,200,1,0,0.5707,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.1,4/21/2026 12:02:34 PM,1695,110.5,0.195,79.57,1.141,0.537,1.554,0,0,0,100,16.28,0.4823,404.4,200,1,0,0.577,1,1,1,1,1,1,1,4,4,-1,[ OK ]
50.5,4/21/2026 12:02:34 PM,1696,110.5,0.1988,82.77,1.165,0.5355,1.559,0,0,0,100,16.28,0.4726,404,200,1,0,0.596,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.0,4/21/2026 12:02:34 PM,1696,110.5,0.2026,85.13,1.181,0.5352,1.553,0,0,0,100,16.28,0.4895,404.4,200,1,0,0.5868,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.4,4/21/2026 12:02:35 PM,1697,110.5,0.2058,88.25,1.204,0.5349,1.547,0,0,0,100,16.28,0.4866,404,200,1,0,0.596,1,1,1,1,1,1,1,4,4,-1,[ OK ]
51.8,4/21/2026 12:02:35 PM,1697,110.5,0.2085,91.54,1.207,0.5339,1.549,0,0,0,100,16.28,0.4883,404,200,1,0,0.5959,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.2,4/21/2026 12:02:36 PM,1697,110.5,0.2109,94.73,1.209,0.5332,1.549,0,0,0,100,16.28,0.487,404.1,200,1,0,0.598,1,1,1,1,1,1,1,4,4,-1,[ OK ]
52.6,4/21/2026 12:02:36 PM,1698,110.5,0.2125,98.94,1.218,0.5335,1.539,0,0,0,100,16.28,0.4855,404.3,200,1,0,0.5995,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.0,4/21/2026 12:02:36 PM,1698,110.5,0.2144,101.1,1.255,0.5321,1.547,0,0,0,100,16.28,0.4865,404.1,200,1,0,0.6088,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.4,4/21/2026 12:02:37 PM,1699,110.5,0.2164,101.9,1.242,0.5316,1.547,0,0,0,100,16.28,0.4859,404.1,200,1,0,0.6108,1,1,1,1,1,1,1,4,4,-1,[ OK ]
53.9,4/21/2026 12:02:37 PM,1699,110.5,0.2178,104.2,1.263,0.5323,1.534,0,0,0,100,16.28,0.4805,404.4,200,1,0,0.6174,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.3,4/21/2026 12:02:38 PM,1700,110.5,0.2187,107,1.247,0.5307,1.547,0,0,0,100,16.28,0.4801,404,200,1,0,0.6128,1,1,1,1,1,1,1,4,4,-1,[ OK ]
54.7,4/21/2026 12:02:38 PM,1700,110.5,0.2195,109.4,1.227,0.5303,1.547,0,0,0,100,16.28,0.473,404.1,200,1,0,0.611,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.1,4/21/2026 12:02:39 PM,1700,110.5,0.2196,112.8,1.191,0.5313,1.533,0,0,0,100,16.28,0.4646,404,200,1,0,0.6116,1,1,1,1,1,1,1,4,4,-1,[ OK ]
55.5,4/21/2026 12:02:39 PM,1701,110.5,0.219,116.8,1.161,0.5303,1.541,0,0,0,100,16.28,0.4603,404.5,200,1,0,0.5606,1,1,1,1,1,1,1,4,4,-1,[ OK ]
56.0,4/21/2026 12:02:39 PM,1701,110.5,0.2151,129,0.7622,0.5294,1.547,13,30.74,2.477,100,16.28,0.2815,404,200,1,0,-1,1,1,1,1,1,1,1,4,4,-1,[ OK ]
56.4,4/21/2026 12:02:40 PM,1702,110.5,0.2099,139.7,0.07023,0.5299,1.539,69,126.3,13.02,100,16.28,0.2189,404.3,200,1,0,-1,1,0,1,2.035,1,1,1,4,4,-1,[ OK ]
56.9,4/21/2026 12:02:40 PM,1702,110.5,0.2037,148.5,0.0616,0.5301,1.533,69,0,11.9,100,16.28,0.2178,404,200,1,0,-1,1,0,1,2.126,1,1,1,4,4,-1,[ OK ]
57.3,4/21/2026 12:02:41 PM,1703,110.5,0.1975,154.8,0.0616,0.5295,1.539,69,0,10.89,100,16.28,0.2161,404.1,200,1,0,-1,1,0,1,2.215,1,1,1,4,4,-1,[ OK ]
57.8,4/21/2026 12:02:41 PM,1703,110.5,0.192,157,0.0616,0.5292,1.539,69,0,9.973,100,16.28,0.2172,404,200,1,0,-1,1,0,1,2.303,1,1,1,4,4,-1,[ OK ]
58.2,4/21/2026 12:02:42 PM,1703,110.5,0.1872,156.8,0.0612,0.5294,1.535,69,0,9.128,100,16.28,0.215,404.1,200,1,0,-1,1,0,1,2.392,1,1,1,4,4,-1,[ OK ]
58.6,4/21/2026 12:02:42 PM,1704,110.5,0.1823,156.5,0.0616,0.529,1.537,69,0,8.354,100,16.28,0.2172,404.1,200,1,0,-1,1,0,1,2.481,1,1,1,4,4,-1,[ OK ]
59.1,4/21/2026 12:02:43 PM,1704,110.5,0.1779,155.3,0.0616,0.5296,1.528,69,0,7.642,100,16.28,0.2155,404.3,200,1,0,-1,1,0,1,2.57,1,1,1,4,4,-1,[ OK ]
59.5,4/21/2026 12:02:43 PM,1705,110.5,0.1738,153.6,0.06031,0.5286,1.537,69,0,6.991,100,16.28,0.2158,404,200,1,0,-1,1,0,1,2.659,1,1,1,4,4,-1,[ OK ]
59.9,4/21/2026 12:02:43 PM,1705,110.5,0.1709,151.9,0.0616,0.5292,1.53,69,0,6.537,100,16.28,0.2156,404.4,200,1,0,-1,1,0,1,2.727,1,1,1,4,4,-1,[ OK ]
60.2,4/21/2026 12:02:44 PM,1705,110.5,0.1683,150.2,0.0616,0.5289,1.531,69,0,6.108,100,16.28,0.2161,404.1,200,1,0,-1,1,0,1,2.796,1,1,1,4,4,-1,[ OK ]
60.7,4/21/2026 12:02:44 PM,1706,110.5,0.1652,147.7,0.0616,0.529,1.529,69,0,5.588,100,16.28,0.2167,404.4,200,1,0,-1,1,0,1,2.885,1,1,1,4,4,-1,[ OK ]
61.0,4/21/2026 12:02:44 PM,1706,110.5,0.1627,146.7,0.05604,0.5283,1.536,69,0,5.219,100,16.28,0.2159,404.2,200,1,0,-1,1,0,1,2.954,1,1,1,4,4,-1,[ OK ]
62.0,4/21/2026 12:02:45 PM,1707,110.5,0.1605,145.2,0.0607,0.5288,1.528,69,0,4.876,100,16.28,0.2185,404.4,200,1,0,-1,1,0,1,3,1,1,1,3.875,4,2,[ OK ]
63.1,4/21/2026 12:02:47 PM,1708,110.5,0,103.9,0.04493,0.5275,1.535,69,0,3.763,100,16.28,0.2124,404.1,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
63.9,4/21/2026 12:02:47 PM,1709,110.5,0,60.12,0.04215,0.5273,1.53,69,0,3.04,100,16.28,0.2106,404,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
64.4,4/21/2026 12:02:48 PM,1710,110.5,0,38.81,0.04414,0.5277,1.526,69,0,2.602,100,16.28,0.209,404.4,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
64.9,4/21/2026 12:02:48 PM,1710,110.5,0,27.73,0.04116,0.5269,1.532,69,0,2.342,100,16.28,0.2107,404,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
65.4,4/21/2026 12:02:49 PM,1711,110.5,0,20.85,0.04116,0.5266,1.535,69,0,2.14,100,16.28,0.2109,404.3,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
65.9,4/21/2026 12:02:49 PM,1711,110.5,0,14.56,0.04493,0.5267,1.534,69,0,1.926,100,16.28,0.2087,404.1,200,1,0,0,1,0,1,-1,1,0,1,3.625,4,2,[ OK ]
67.1,4/21/2026 12:02:50 PM,1712,110.5,0,10.71,0.04225,0.5273,1.526,69,0,1.751,100,16.28,0.2097,404,200,0,0,0,1,0,1,-1,1,0,1,3.125,4,2,[ OK ]
68.2,4/21/2026 12:02:52 PM,1713,110.5,0,5.125,0.03947,0.5265,1.532,69,0,1.376,100,16.28,0.002659,1.973,200,0,0,0,1,0,1,-1,1,0,2.386,3,3,2,[ OK ]
69.3,4/21/2026 12:02:53 PM,1714,110.5,0,4.059,0.04235,0,0.009165,69,0,1.098,100,16.28,0.003827,0,200,0,0,0,1,0,1,-1,1,0,3,2,2,4,[ OK ]
